Customer ID,Credit Limit,Gender,Education,Marriage Status,Age,Bill_Amount1,Bill_Amount2,Bill_Amount3,Pay_Amount1,Pay_Amount2,Pay_Amount3,Default payment next month
801,400000,male,post-graduate,single,37,385,12695,1290,13032,1290,0,0
802,20000,male,univeresity,single,25,20610,20005,19331,0,0,500,1
803,50000,female,high school,married,44,2000,780,0,780,0,7472,0
804,230000,female,post-graduate,single,28,6666,6666,0,6666,0,0,0
805,220000,male,univeresity,single,29,31037,6244,0,3050,0,0,0
806,300000,female,post-graduate,married,36,25239,25001,20800,1713,1000,0,0
807,80000,female,univeresity,single,23,998,6858,1879,6861,11,1146,0
808,20000,female,high school,single,36,16754,18873,19862,2400,1600,0,1
809,190000,female,post-graduate,single,26,31061,32129,33142,1750,1720,1300,0
810,160000,female,univeresity,married,37,2694,38433,38870,35888,1325,891,0
811,120000,female,post-graduate,married,44,70096,76446,73732,8100,0,247,0
812,700000,female,post-graduate,married,39,99259,102345,109636,5000,10000,326,0
813,140000,female,post-graduate,single,24,0,0,0,0,0,0,0
814,300000,female,high school,married,29,24921,21333,16212,2000,3000,0,0
815,120000,male,high school,married,33,66055,67405,68405,3000,2700,2700,1
816,280000,female,univeresity,married,39,213738,228963,223810,20300,0,5600,0
817,70000,male,high school,married,51,54968,51384,49734,0,2100,1950,1
818,20000,female,high school,single,24,4101,507,3042,507,3042,0,0
819,150000,female,univeresity,married,45,2605,2605,4590,2605,4590,2605,0
820,60000,male,post-graduate,single,30,15380,4116,19453,4147,19435,1000,0
821,200000,female,high school,married,51,780,0,390,0,390,780,0
822,50000,female,univeresity,single,24,48861,48082,48614,2000,2233,1083,1
823,150000,male,univeresity,married,50,55336,58255,36260,5085,4000,0,0
824,20000,female,post-graduate,single,22,20243,20400,19583,1410,1200,534,0
825,40000,male,post-graduate,single,27,11058,11471,11776,2000,1500,2330,1
826,170000,female,univeresity,single,33,0,7042,2986,7042,2986,0,0
827,50000,female,univeresity,married,24,27087,26372,26992,0,1400,1100,0
828,10000,male,univeresity,single,37,8755,8158,7540,1167,1022,1036,0
829,200000,female,univeresity,married,58,3035,199602,720,199646,720,0,0
830,50000,female,univeresity,married,48,20944,4696,47225,2360,49325,3001,0
831,320000,male,post-graduate,single,28,2007,3477,3037,2000,1000,1633,0
832,20000,female,high school,married,24,24310,23987,23353,0,0,0,0
833,470000,female,univeresity,married,27,152478,62084,54551,3001,4005,2021,1
834,230000,female,high school,single,30,550,0,13013,0,13013,1252,0
835,20000,female,post-graduate,single,23,17246,16988,15973,2000,2000,3000,0
836,30000,female,high school,single,53,1598,2487,0,2487,0,4810,1
837,80000,female,univeresity,single,23,22895,23837,24253,1600,1100,1000,0
838,110000,female,univeresity,married,55,15069,16123,16850,1600,1300,1000,0
839,420000,male,univeresity,married,34,88948,79783,80575,30000,10575,15000,0
840,500000,male,post-graduate,married,43,0,0,0,0,0,0,1
841,80000,female,univeresity,single,22,79318,79459,79788,2000,2201,2000,0
842,350000,female,univeresity,married,31,67648,68557,63179,3039,2047,1750,0
843,30000,female,univeresity,married,32,0,0,0,0,0,0,0
844,110000,female,univeresity,single,33,0,0,0,0,0,0,1
845,500000,male,high school,married,39,315201,332071,375070,25000,50000,20000,0
846,490000,female,post-graduate,married,38,4290,4738,2803,4738,2803,6027,0
847,300000,female,univeresity,married,34,205064,-86,-86,0,0,2100,0
848,50000,male,univeresity,married,42,47647,50232,50510,3700,3700,0,1
849,150000,male,high school,married,37,151117,153787,150320,6500,0,512,1
850,80000,female,high school,married,57,726,726,15400,0,15400,0,0
851,40000,female,univeresity,single,23,20035,21406,24735,2000,4000,0,0
852,30000,male,univeresity,single,32,29095,30819,29214,2500,0,910,0
853,50000,male,post-graduate,married,37,30400,0,0,500,0,0,0
854,140000,female,univeresity,single,23,44733,44144,44739,2100,2027,1800,0
855,50000,female,high school,single,49,4987,6741,9366,2000,3000,1500,0
856,30000,female,univeresity,single,25,26957,26269,17036,1333,2256,27497,0
857,40000,female,post-graduate,single,29,26461,29425,30145,3400,1500,0,1
858,100000,female,high school,married,43,50485,51582,52141,2200,2000,2000,1
859,130000,male,univeresity,single,29,131041,133698,131990,7000,5151,4464,0
860,20000,female,univeresity,single,27,20218,19194,20112,1482,1400,0,0
861,50000,male,post-graduate,single,26,0,0,0,0,0,0,0
862,260000,male,post-graduate,married,41,1086,2853,38836,3552,38836,20000,0
863,30000,female,high school,single,52,2450,2450,2450,0,0,0,1
864,10000,female,univeresity,married,31,15915,9050,9901,2330,2200,1000,0
865,200000,male,post-graduate,single,32,43515,44557,45574,1739,1756,2662,0
866,30000,female,univeresity,married,46,28234,28874,29437,1484,1436,1120,0
867,180000,female,univeresity,single,35,119333,123150,0,6000,0,0,0
868,100000,male,post-graduate,single,35,29109,0,0,0,0,0,0
869,140000,female,univeresity,married,39,105192,90337,74510,3000,6000,4000,0
870,290000,female,univeresity,single,34,310403,315048,314085,12012,12012,11016,0
871,20000,female,univeresity,married,52,14591,15616,16628,1265,1277,607,0
872,80000,female,high school,married,40,35660,37082,38464,2000,2000,1397,0
873,500000,female,high school,married,38,13655,8351,2340,8351,2340,2340,0
874,180000,male,post-graduate,married,45,4453,3310,7226,3310,7228,5060,0
875,20000,female,high school,married,40,2946,0,390,0,390,390,0
876,30000,female,univeresity,married,25,30606,29579,30291,1800,1512,1259,0
877,150000,male,post-graduate,single,33,45335,50262,54793,6000,6000,6000,0
878,280000,female,univeresity,single,27,5924,5174,980,5174,1078,3058,0
879,50000,female,univeresity,married,43,23587,24580,20165,1800,1775,10732,0
880,20000,female,univeresity,married,43,15294,16340,17359,1300,1300,700,0
881,200000,male,post-graduate,single,30,4935,-200,11463,0,11663,9363,0
882,210000,female,univeresity,married,49,0,0,0,0,0,0,1
883,230000,female,post-graduate,single,38,224020,227311,184500,8750,7470,4540,0
884,50000,male,high school,single,57,47917,48455,48120,1988,1989,1018,0
885,50000,male,high school,single,55,51737,27121,28103,2930,1447,1158,1
886,70000,female,univeresity,single,23,49605,51804,53041,3000,2700,3000,0
887,310000,male,post-graduate,single,30,1544,1648,1284,1300,1000,1000,0
888,180000,female,univeresity,married,30,2488,13476,3173,13476,3173,13212,0
889,90000,female,univeresity,single,24,24401,22771,19461,1454,1384,407,0
890,390000,male,univeresity,single,28,149445,139794,133224,8046,5150,5297,0
891,150000,female,high school,married,34,772,337,618,340,618,150,0
892,400000,male,univeresity,single,37,13611,15066,15882,3019,5014,3,0
893,80000,female,univeresity,married,32,28408,25695,11553,1259,1035,1600,0
894,320000,male,post-graduate,single,27,137574,199563,122093,6048,6371,3043,0
895,240000,female,univeresity,married,37,238,0,0,0,0,0,1
896,200000,male,post-graduate,single,31,100,100,100,100,100,100,0
897,110000,male,post-graduate,married,55,92610,94755,92351,4500,0,11300,1
898,170000,female,post-graduate,single,28,131864,133897,129761,5600,0,11000,1
899,90000,female,high school,married,51,11315,12340,13349,1212,1221,1148,1
900,200000,male,post-graduate,married,36,3877,11496,5935,11496,1011,297,0
901,360000,male,post-graduate,single,30,0,2500,0,2500,0,0,0
902,140000,female,post-graduate,married,36,4036,0,0,0,0,2971,0
903,220000,male,univeresity,single,25,168286,155893,119575,10000,3900,1000,0
904,100000,male,high school,married,50,154970,0,0,0,0,0,0
905,80000,female,univeresity,single,40,57364,58637,59863,2200,2200,4000,0
906,30000,female,univeresity,single,27,27772,30461,29325,3136,0,0,0
907,50000,male,post-graduate,single,30,4187,5152,3679,2300,0,700,1
908,120000,female,univeresity,single,26,22431,12399,4199,1500,1000,682,0
909,50000,male,post-graduate,single,27,7010,9876,11115,3000,1500,2000,0
910,360000,female,post-graduate,single,27,79837,27456,68117,27465,50154,39105,0
911,90000,female,post-graduate,single,25,86014,92898,92860,8300,2400,1000,0
912,500000,male,post-graduate,single,32,386405,387910,293177,25016,20018,10000,0
913,140000,female,high school,married,46,68075,69972,71805,3000,3000,3000,0
914,30000,male,high school,married,45,17187,24045,23180,7900,0,0,0
915,70000,male,high school,married,30,19882,20611,21859,1352,1600,949,0
916,200000,male,post-graduate,married,39,0,0,0,0,0,0,0
917,350000,male,post-graduate,married,48,54969,47978,48631,2087,1989,1591,0
918,120000,male,post-graduate,single,32,0,0,0,0,0,0,1
919,240000,male,post-graduate,single,46,471814,478380,395612,16044,15087,12000,0
920,90000,female,post-graduate,single,23,22109,25011,29230,6000,5000,4000,0
921,260000,female,post-graduate,single,33,0,0,0,0,0,0,0
922,50000,female,post-graduate,single,24,27245,28300,31900,1800,4400,0,0
923,110000,male,post-graduate,married,40,8481,13066,17638,4980,5124,5256,0
924,20000,female,post-graduate,single,24,1371,796,398,796,0,796,0
925,30000,female,univeresity,single,24,27391,28412,28575,1767,1700,1010,0
926,180000,male,post-graduate,single,27,11392,14688,14040,3500,0,0,1
927,20000,male,univeresity,married,46,5902,6767,8145,1122,1500,291,0
928,50000,female,univeresity,single,22,50342,50482,49217,1896,1656,1750,0
929,180000,female,post-graduate,single,36,10737,21197,11936,21197,11936,40420,0
930,200000,male,post-graduate,married,34,1242,4006,941,4034,945,2366,0
931,260000,female,univeresity,single,24,68411,60386,48663,2500,4000,4000,0
932,320000,male,post-graduate,married,60,9955,3465,84421,3465,84440,886,1
933,160000,female,univeresity,single,29,1989,-8,866,0,874,0,1
934,30000,male,univeresity,single,32,7851,9065,11595,1500,3000,0,1
935,50000,female,univeresity,married,36,16906,17645,18478,1314,1147,348,0
936,50000,male,univeresity,single,30,21062,6495,2207,2000,1000,0,0
937,90000,female,univeresity,single,29,47585,52084,53817,10000,2600,2500,0
938,240000,male,post-graduate,single,34,11874,5979,6938,0,6938,41877,0
939,180000,female,univeresity,married,32,15548,15009,17752,0,3000,0,1
940,200000,female,univeresity,married,32,5150,10190,10190,10190,10190,10190,0
941,50000,female,post-graduate,single,25,42543,34629,27095,1900,1428,600,0
942,50000,male,univeresity,married,44,1261,1261,1261,1261,1261,1261,0
943,330000,female,post-graduate,married,37,4785,3403,0,3523,0,5882,0
944,80000,female,univeresity,single,24,1200,1200,1200,0,0,0,1
945,50000,female,univeresity,single,23,3779,3944,2118,3955,2124,2266,0
946,360000,female,post-graduate,single,29,15854,8174,1004,1000,1004,1004,0
947,240000,female,univeresity,married,37,219099,217058,187841,8131,8123,6700,0
948,50000,male,univeresity,married,59,47069,48479,49520,2169,2210,680,0
949,470000,male,univeresity,single,33,190258,181207,120318,40012,10020,40069,0
950,160000,female,high school,married,51,2000,1000,2125,0,2125,2125,0
951,30000,male,post-graduate,married,27,12897,13484,6655,2011,2211,2101,1
952,80000,female,univeresity,married,32,81074,78262,76163,3700,3400,2900,0
953,500000,female,high school,single,42,10889,26146,104279,29987,104279,2085,0
954,180000,male,univeresity,single,39,3135,2822,1938,2833,2015,5818,0
955,110000,female,univeresity,married,46,2410,2151,2161,2151,2161,1719,0
956,160000,male,post-graduate,married,41,117126,11222,15513,15315,15000,3000,0
957,210000,female,univeresity,single,30,21780,20974,18652,1325,1074,1000,0
958,200000,female,post-graduate,married,34,6206,6723,7545,1120,1024,362,1
959,350000,male,post-graduate,single,35,4439,33720,14283,33891,16267,4027,0
960,250000,male,post-graduate,single,41,1338,-24,8324,0,8348,0,1
961,380000,male,post-graduate,single,43,8201,7882,-2,39,0,0,1
962,30000,male,univeresity,single,47,396,396,396,396,396,792,0
963,200000,male,univeresity,single,31,33781,35879,26043,3000,2000,2000,0
964,30000,male,univeresity,single,30,27826,28672,29622,1600,1500,1000,0
965,50000,male,univeresity,single,24,14937,12171,3847,3027,3858,11139,0
966,500000,male,post-graduate,married,36,294827,292920,291760,20007,20026,20020,0
967,30000,male,post-graduate,single,28,0,0,1310,0,1310,816,0
968,220000,female,post-graduate,married,36,996,4102,4111,4102,1111,1057,0
969,20000,female,univeresity,married,27,42784,41009,44267,3000,5000,10000,0
970,180000,female,univeresity,married,32,74189,30670,6428,2000,1000,0,0
971,300000,male,post-graduate,married,42,11973,61834,25145,20979,5000,37676,1
972,130000,female,univeresity,married,33,133461,133393,132211,7010,6657,3899,0
973,180000,female,high school,married,39,10159,12689,12183,2710,0,2000,1
974,150000,female,post-graduate,married,30,50,6527,2168,8589,2500,0,0
975,140000,male,univeresity,married,30,134203,127319,107496,5000,3500,2700,1
976,50000,female,univeresity,single,22,49609,61162,31485,2100,2000,4000,0
977,20000,male,univeresity,single,25,6174,7543,7255,2000,28,0,1
978,180000,male,post-graduate,single,28,666,662,-4,662,0,61411,0
979,180000,male,univeresity,single,26,5591,6619,10574,1126,4081,240,1
980,150000,female,high school,married,54,148747,145231,145341,5500,5500,11000,0
981,70000,female,post-graduate,single,24,63903,65248,62958,3000,2190,2201,0
982,30000,male,univeresity,single,29,34423,33952,33165,0,0,0,0
983,500000,male,post-graduate,single,36,45106,81264,18122,81690,18225,27365,1
984,60000,male,high school,married,49,44801,41545,40649,3000,4506,2500,0
985,50000,female,post-graduate,single,23,49860,50187,50022,2500,1289,917,0
986,130000,male,high school,single,43,1018,6377,-2,6433,2,937,1
987,260000,female,univeresity,married,33,134736,135593,120909,6067,10000,3000,0
988,380000,male,high school,married,53,0,0,0,0,0,0,0
989,360000,female,univeresity,single,25,286732,290690,284059,10792,0,15000,0
990,50000,male,high school,married,54,62847,60885,56828,2100,0,2000,0
991,50000,female,high school,married,39,58300,59727,142,7876,161,74354,0
992,260000,female,post-graduate,married,44,1215,856,291,0,291,803,1
993,80000,female,univeresity,single,27,57376,58649,59873,2200,2200,2200,0
994,360000,female,post-graduate,single,25,279846,169426,68810,7004,1793,2757,1
995,290000,female,post-graduate,single,29,0,0,0,0,0,0,1
996,200000,male,post-graduate,single,39,-200,-200,-200,0,0,200,0
997,140000,male,post-graduate,married,45,39716,40799,41853,1600,1600,3169,0
998,360000,male,post-graduate,married,38,0,0,0,0,0,0,1
999,50000,female,univeresity,single,23,780,0,780,0,780,0,1
1000,120000,male,univeresity,single,25,113348,110119,111700,0,5000,3158,0
1001,100000,male,univeresity,married,29,94453,95860,67782,3320,5000,0,0
1002,200000,female,univeresity,married,28,81865,86790,8441,5000,2000,89000,0
1003,90000,female,univeresity,married,40,4989,-818,1114,0,2806,2256,0
1004,360000,male,post-graduate,single,36,0,0,0,0,0,0,1
1005,150000,female,high school,single,30,456,9664,3420,9664,3420,2612,1
1006,140000,male,post-graduate,single,29,2937,5150,1514,2024,1522,2580,0
1007,200000,female,univeresity,single,36,1371,4068,0,4077,0,0,0
1008,170000,female,univeresity,married,37,166246,169163,136604,6700,6800,4700,0
1009,30000,male,univeresity,single,34,19785,24633,23961,5500,0,0,0
1010,80000,female,post-graduate,single,27,80000,0,0,0,0,0,0
1011,280000,male,post-graduate,single,31,164736,170564,150666,8833,12005,5000,0
1012,410000,female,post-graduate,married,31,2744,2041,630,2051,5,266,0
1013,450000,male,post-graduate,single,38,29747,53311,10920,30323,10973,8112,0
1014,80000,male,univeresity,single,36,79148,52174,44275,2000,2000,1500,0
1015,360000,male,post-graduate,married,46,92961,76243,51722,10125,13092,0,0
1016,130000,female,post-graduate,married,36,129689,107070,103942,5000,4400,5000,0
1017,160000,female,post-graduate,single,26,2198,11155,0,9155,0,12315,1
1018,140000,female,high school,single,57,131795,134083,125360,6743,5421,3926,1
1019,240000,female,high school,married,40,-55,-55,3545,0,3600,1338,0
1020,180000,female,high school,married,45,4148,0,0,0,0,0,0
1021,70000,male,post-graduate,married,57,69398,70352,69936,2667,2321,2391,0
1022,150000,female,univeresity,single,25,142827,126317,75324,5000,4000,5000,0
1023,210000,female,high school,married,37,138398,109115,101912,5000,5000,2500,0
1024,200000,female,post-graduate,married,35,9918,10971,11817,1219,1165,7865,0
1025,310000,male,univeresity,single,33,4040,4048,3959,4068,3964,205,0
1026,180000,male,post-graduate,married,38,153099,150227,138313,7005,6500,5000,0
1027,300000,male,univeresity,single,31,62198,35674,34979,1600,2600,510,0
1028,450000,female,post-graduate,single,41,11343,75083,25273,75459,25413,85784,0
1029,200000,male,post-graduate,single,33,-5,3465,3191,3470,3191,0,0
1030,30000,female,univeresity,married,67,30374,29038,27737,0,1500,2182,1
1031,400000,female,post-graduate,married,40,1107,3891,120338,3891,120407,0,0
1032,170000,male,post-graduate,single,33,764,1100,500,1105,500,2499,0
1033,140000,female,post-graduate,single,31,652,326,326,0,326,326,1
1034,200000,female,univeresity,single,35,64195,65565,66870,3000,3000,3000,0
1035,60000,female,univeresity,married,39,-1540,-1930,-2320,0,0,2000,0
1036,60000,male,univeresity,single,27,43356,42381,46663,0,5000,4000,1
1037,150000,male,post-graduate,single,23,11109,83376,79726,78016,3048,4000,0
1038,180000,male,high school,married,54,149698,137260,124500,4834,4371,3849,1
1039,50000,female,high school,single,23,43979,33403,20879,2000,2000,2000,0
1040,50000,male,high school,single,24,2562,8743,-290,8769,0,18650,0
1041,20000,male,univeresity,single,26,70,-620,-620,0,0,0,0
1042,230000,female,univeresity,single,52,1292,3943,1990,3951,1,9,1
1043,110000,female,univeresity,married,42,55349,52914,49483,2096,2003,1802,0
1044,90000,female,post-graduate,single,36,90922,80980,66503,4273,3200,2500,0
1045,20000,female,post-graduate,single,22,16233,20547,20542,5383,660,0,1
1046,30000,female,post-graduate,single,23,26847,24815,21681,2500,3500,2000,0
1047,220000,male,high school,married,30,162105,170592,173969,10000,5013,10626,1
1048,140000,female,high school,single,24,42897,45739,46468,3821,1775,0,1
1049,300000,female,post-graduate,married,42,3000,3300,0,3300,0,0,0
1050,100000,male,univeresity,married,49,34704,30906,28325,2011,2028,10,0
1051,110000,male,univeresity,single,31,279,279,279,0,0,0,0
1052,270000,female,high school,single,33,10000,10000,10000,10000,10000,222750,0
1053,30000,male,post-graduate,married,42,28033,17085,200,1525,200,323,0
1054,70000,male,high school,single,41,70476,68539,69520,2700,3500,2000,0
1055,230000,male,univeresity,married,53,1350,0,0,0,0,0,0
1056,20000,male,univeresity,single,23,18852,16648,19395,1500,4000,2000,0
1057,190000,female,post-graduate,single,33,115056,108137,89722,0,4413,2942,0
1058,20000,female,univeresity,married,29,15890,13995,13375,2000,2000,1000,0
1059,80000,female,high school,married,67,20255,18885,21529,6000,5002,10662,0
1060,20000,male,high school,married,33,20500,16237,20960,2191,1000,0,1
1061,60000,female,high school,married,34,9928,11261,12853,1500,2090,0,1
1062,50000,male,univeresity,married,49,10750,8755,8684,1507,3109,2209,0
1063,280000,female,univeresity,married,56,284204,284041,283396,10261,17003,7657,1
1064,300000,male,post-graduate,married,42,120151,89618,47857,4229,5024,6012,0
1065,30000,female,high school,married,55,29278,30393,29785,1600,1585,1377,1
1066,270000,female,univeresity,married,25,21586,239499,203867,239104,7098,6179,0
1067,100000,male,high school,single,30,87579,72308,53505,4172,2094,3007,0
1068,240000,male,univeresity,single,43,291,291,291,291,291,291,1
1069,200000,male,post-graduate,single,40,2159,760,2775,1086,2775,22813,0
1070,110000,female,post-graduate,single,35,32691,36344,36055,4500,600,1000,0
1071,230000,male,post-graduate,married,61,1477,3699,2252,3710,2266,7338,0
1072,150000,female,univeresity,married,44,390,5104,10318,5104,10318,10355,1
1073,350000,male,post-graduate,single,33,148341,8095,15047,8405,15052,3805,0
1074,360000,male,high school,married,66,47615,74976,4040,75351,4064,152618,0
1075,150000,female,univeresity,single,40,-19,3894,5570,3913,5606,10568,0
1076,100000,male,high school,single,47,94925,95130,60003,3889,2412,1698,0
1077,500000,male,post-graduate,single,27,204198,201648,197549,7434,6342,5276,0
1078,500000,male,post-graduate,single,35,172041,70011,12976,58761,13976,34828,0
1079,180000,female,high school,married,47,316,316,316,316,316,316,0
1080,400000,female,high school,married,39,2384,3500,471,3603,471,203,0
1081,100000,female,univeresity,single,29,61383,49560,40183,1908,2000,1000,0
1082,10000,male,univeresity,married,32,8425,8148,9481,0,1632,0,0
1083,60000,female,post-graduate,single,30,34735,33895,36530,0,3200,1500,0
1084,50000,female,post-graduate,single,25,47054,48008,48913,2000,2000,2000,1
1085,80000,female,univeresity,single,23,57314,58489,50452,2145,2000,2012,0
1086,110000,female,univeresity,married,43,108616,114854,105275,9600,0,4000,0
1087,410000,female,univeresity,married,41,354506,363666,369776,14600,15500,14000,1
1088,260000,female,univeresity,married,40,0,342,0,342,0,0,0
1089,30000,female,high school,married,35,28786,26496,25098,1500,1450,1500,0
1090,310000,female,post-graduate,single,28,36513,37628,39579,2500,3000,1500,0
1091,70000,female,univeresity,single,38,22578,23606,24619,1397,1410,898,0
1092,250000,male,post-graduate,single,31,215316,198490,169014,6845,5945,5919,0
1093,210000,male,high school,married,29,198510,194040,199393,0,10000,7000,0
1094,360000,male,univeresity,married,41,0,0,0,0,0,0,1
1095,50000,male,univeresity,single,31,48657,45079,47714,0,4300,2150,0
1096,670000,male,post-graduate,single,29,244663,243209,229265,10000,8000,8500,0
1097,130000,male,post-graduate,single,26,2343,32278,24175,32322,1217,1000,0
1098,170000,male,post-graduate,married,42,0,0,0,0,0,0,0
1099,30000,male,high school,single,29,390,0,780,0,780,0,0
1100,110000,male,post-graduate,married,50,36802,38210,40259,2000,3000,2000,0
1101,210000,female,high school,single,46,5816,5579,20079,13,17309,0,1
1102,30000,female,univeresity,single,24,24238,26996,26269,3462,0,2200,1
1103,260000,female,univeresity,married,46,18256,19556,18136,2934,0,8000,0
1104,150000,female,high school,single,28,1723,2292,240,6876,240,683,0
1105,20000,female,univeresity,married,35,18648,18061,21034,0,3292,0,1
1106,380000,female,post-graduate,married,40,6614,54457,47872,49094,0,24543,0
1107,200000,female,post-graduate,married,41,7812,0,0,0,0,1115,0
1108,120000,female,univeresity,married,47,1188,2512,3444,2512,3444,1742,0
1109,80000,male,univeresity,married,54,76962,79463,79761,4000,3500,1100,1
1110,30000,female,univeresity,single,33,31089,10989,11997,0,1200,600,0
1111,110000,male,univeresity,single,29,83687,85360,86274,3900,3200,0,0
1112,50000,female,high school,married,44,3424,155,1922,155,1922,1473,0
1113,90000,female,univeresity,married,24,84148,79847,75576,5006,4007,5006,0
1114,110000,male,post-graduate,single,33,12633,88334,53978,80004,1500,12013,0
1115,50000,male,high school,married,54,38607,39681,40717,2000,2000,1642,0
1116,60000,male,post-graduate,single,27,11862,1856,-14,1861,0,4853,0
1117,150000,female,univeresity,single,37,80463,82513,84271,3348,3490,1402,1
1118,20000,male,post-graduate,single,24,18738,18016,7190,20,1500,0,0
1119,140000,female,high school,married,54,-150,-150,-150,0,0,0,1
1120,120000,female,univeresity,married,34,-9,898,7752,907,7772,4447,0
1121,200000,female,univeresity,single,40,176502,176297,162826,8000,7300,6000,1
1122,20000,male,univeresity,single,30,19977,21359,20581,2000,0,0,1
1123,50000,male,univeresity,single,26,48221,49629,48868,2571,1200,1000,0
1124,200000,female,univeresity,married,41,18012,18367,16996,1385,1020,229,0
1125,100000,female,univeresity,single,29,75912,85276,88498,10000,4000,2600,0
1126,300000,male,post-graduate,married,38,2285,0,0,0,0,0,0
1127,500000,female,post-graduate,single,35,22369,14100,24754,14128,24902,21479,0
1128,360000,female,univeresity,married,52,2995,2401,2277,2406,2282,500,0
1129,160000,female,post-graduate,single,29,0,0,0,0,0,0,0
1130,50000,female,univeresity,single,23,47053,47835,51109,1842,4116,2000,1
1131,230000,female,univeresity,married,34,234328,234211,157345,8913,5449,5339,1
1132,200000,female,univeresity,single,34,0,3346,0,3346,0,465,0
1133,270000,male,post-graduate,married,44,256402,264267,271951,17944,18112,15405,0
1134,50000,female,univeresity,married,36,45159,49125,47956,4700,0,2004,0
1135,20000,male,univeresity,single,28,15764,15718,17164,500,2000,0,0
1136,60000,female,univeresity,single,31,59643,61279,61017,3200,2535,2331,0
1137,50000,male,univeresity,single,31,2522,0,18171,0,18171,341,0
1138,50000,male,univeresity,married,41,19339,20424,20086,1703,1306,810,0
1139,130000,female,high school,married,44,109006,110256,113283,4500,5000,4000,0
1140,230000,female,high school,single,47,147300,121855,102074,10000,5000,4000,0
1141,20000,male,univeresity,single,25,3400,4129,0,1000,0,0,0
1142,30000,female,post-graduate,single,25,19801,20449,19798,3000,0,700,0
1143,200000,female,post-graduate,married,39,8432,6977,6727,3746,6737,2013,0
1144,140000,female,univeresity,married,24,2515,0,0,0,0,0,0
1145,100000,female,univeresity,married,35,98845,95265,98571,4600,8002,4003,1
1146,240000,male,univeresity,married,32,127418,135942,132640,10400,0,4500,1
1147,70000,female,post-graduate,single,31,2400,2400,2400,0,0,0,1
1148,360000,male,post-graduate,single,33,71195,60553,60158,0,1399,0,0
1149,140000,female,post-graduate,single,30,149389,145757,144229,0,5350,5555,0
1150,50000,male,univeresity,married,52,2072,1532,3106,0,2000,5,0
1151,210000,female,univeresity,married,36,396,590,2042,590,2042,0,0
1152,280000,male,post-graduate,single,30,191493,187913,169223,1000,7600,5949,0
1153,180000,female,univeresity,single,42,50420,51818,52372,2500,2000,2000,1
1154,150000,female,post-graduate,single,30,10705,5416,5162,1000,5162,1000,0
1155,20000,male,high school,married,47,19739,19137,19857,0,1200,0,0
1156,350000,female,univeresity,married,29,8760,5882,9845,5932,9908,4692,0
1157,130000,female,post-graduate,single,23,3820,2640,30403,2640,30403,193,0
1158,470000,male,high school,married,39,0,0,0,0,0,0,0
1159,340000,female,univeresity,married,48,4052,0,4105,0,4105,0,0
1160,80000,male,univeresity,single,26,77389,75585,80300,0,6000,0,0
1161,70000,male,post-graduate,single,33,70524,70740,46740,2500,2000,0,0
1162,230000,female,univeresity,married,44,5990,1677,2920,1677,2920,2683,0
1163,180000,female,univeresity,married,36,21494,25600,0,5000,0,0,0
1164,210000,female,univeresity,married,39,26749,34451,25200,14000,3007,5000,0
1165,20000,male,univeresity,single,24,780,0,390,0,390,390,0
1166,140000,female,univeresity,single,25,137606,140557,111000,6000,3200,3238,0
1167,200000,male,post-graduate,single,52,115702,113576,109812,5517,5381,3838,0
1168,50000,female,high school,married,59,47822,36488,36811,2009,2000,556,0
1169,80000,female,post-graduate,single,23,3526,6687,4356,6687,1000,0,0
1170,30000,female,high school,single,48,1445,3410,5338,2000,2000,2000,0
1171,140000,female,post-graduate,single,28,9305,13614,13103,4800,0,1500,1
1172,80000,male,high school,married,62,1262,1642,1975,1642,1975,672,0
1173,220000,female,high school,married,38,20000,3450,5516,3450,5549,50019,0
1174,180000,female,post-graduate,single,32,666,666,666,666,666,666,0
1175,140000,female,univeresity,married,29,81764,92071,43777,20167,5000,28800,1
1176,180000,male,univeresity,single,25,10022,12847,12351,3000,0,500,1
1177,50000,female,univeresity,single,35,14536,15694,16431,1700,1300,900,0
1178,170000,female,univeresity,single,27,97474,78520,80131,2932,3000,2500,0
1179,50000,male,univeresity,single,38,50958,50889,49697,2042,1150,329,0
1180,50000,male,univeresity,single,24,49144,20818,17890,1500,1300,700,0
1181,300000,male,univeresity,married,29,1874,-200,-200,0,0,0,0
1182,390000,female,post-graduate,single,27,386301,392458,290201,17000,11000,11000,0
1183,90000,female,univeresity,married,55,81998,83674,80890,4003,3000,3000,1
1184,200000,female,post-graduate,single,29,194241,193425,196537,12000,8500,7000,0
1185,460000,male,post-graduate,single,29,410033,385394,325663,16088,13039,11127,0
1186,10000,male,univeresity,single,23,3714,4158,4654,1104,1000,31,0
1187,20000,male,univeresity,married,30,1261,2835,2522,2835,1000,0,1
1188,50000,female,univeresity,married,50,1232,1846,697,1846,697,364,0
1189,480000,female,univeresity,married,38,90258,76099,56776,30000,1708,1292,0
1190,180000,female,post-graduate,single,24,169263,174532,176686,8000,6700,6000,0
1191,240000,female,post-graduate,single,29,3093,2322,8186,2000,2020,2500,0
1192,250000,male,post-graduate,single,38,584,3291,8660,3307,8703,7532,0
1193,270000,female,univeresity,single,34,381,3376,2958,3406,2983,4172,1
1194,200000,male,post-graduate,married,37,123337,11148,19165,11202,19275,22304,0
1195,100000,female,high school,married,66,100036,100041,100402,4702,4617,3600,0
1196,160000,female,post-graduate,married,39,710,666,403,666,403,1650,0
