,ServiceNo,Operator,Direction,StopSequence,BusStopCode,Distance,WD_FirstBus,WD_LastBus,SAT_FirstBus,SAT_LastBus,SUN_FirstBus,SUN_LastBus
10448,240,SBST,1,31,21451,12.2,0535,0115,0531,0112,0545,0114
10449,240,SBST,1,32,21449,12.5,0536,0116,0532,0113,0546,0115
10450,240,SBST,1,33,21439,12.8,0538,0117,0533,0114,0548,0116
10451,240,SBST,1,34,21429,13.1,0539,0118,0534,0115,0549,0117
10452,240,SBST,1,35,21419,13.6,0542,0120,0535,0117,0552,0119
10453,240,SBST,1,37,22491,14.9,0549,0126,0539,0122,0559,0125
10454,240,SBST,1,38,22009,15.4,0550,0128,0541,0124,0602,0127
10455,240A,SBST,1,1,21581,0.0,0609,0811,-,-,-,-
10456,240A,SBST,1,2,21591,0.3,0610,0813,-,-,-,-
10457,240A,SBST,1,3,21601,0.6,0612,0814,-,-,-,-
10458,240A,SBST,1,4,21621,0.8,0613,0815,-,-,-,-
10459,240A,SBST,1,5,21661,1.3,0615,0818,-,-,-,-
10460,240A,SBST,1,6,28091,1.8,0618,0821,-,-,-,-
10461,240M,SBST,1,1,28091,0.0,0600,1830,-,-,-,-
10462,240M,SBST,1,2,21231,0.6,0603,1833,-,-,-,-
10463,240M,SBST,1,3,21451,1.0,0605,1835,-,-,-,-
10464,240M,SBST,1,4,21449,1.3,0607,1837,-,-,-,-
10465,240M,SBST,1,5,21439,1.6,0609,1839,-,-,-,-
10466,240M,SBST,1,6,21429,1.9,0610,1840,-,-,-,-
10467,240M,SBST,1,7,21419,2.4,0613,1843,-,-,-,-
10468,240M,SBST,1,8,22499,3.9,0622,1852,-,-,-,-
10469,240M,SBST,1,9,21411,5.3,0630,1901,-,-,-,-
10470,240M,SBST,1,10,21421,5.7,0632,1904,-,-,-,-
10471,240M,SBST,1,11,21431,6.1,0634,1906,-,-,-,-
10472,240M,SBST,1,12,21441,6.3,0635,1907,-,-,-,-
10473,240M,SBST,1,13,21459,6.5,0636,1908,-,-,-,-
10474,240M,SBST,1,14,21239,6.8,0638,1910,-,-,-,-
10475,240M,SBST,1,15,28099,7.2,0640,1912,-,-,-,-
10476,241,SBST,1,1,22009,0.0,0600,0040,0600,0040,0600,0040
10477,241,SBST,1,2,22501,0.8,0602,0042,0605,0045,0605,0044
10478,241,SBST,1,3,22511,1.1,0603,0043,0606,0047,0606,0046
10479,241,SBST,1,4,22521,1.4,0604,0044,0608,0049,0608,0047
10480,241,SBST,1,5,22451,1.7,0605,0045,0610,0051,0610,0048
10481,241,SBST,1,6,27301,2.0,0606,0046,0611,0052,0611,0049
10482,241,SBST,1,7,27271,2.5,0500,0048,0500,0054,0500,0051
10483,241,SBST,1,8,27131,2.8,0502,0049,0501,0055,0501,0052
10484,241,SBST,1,9,27531,3.1,0502,0049,0501,0055,0501,0052
10485,241,SBST,1,10,27141,3.3,0504,0051,0503,0056,0503,0054
10486,241,SBST,1,11,27159,3.7,0506,0052,0505,0057,0505,0055
10487,241,SBST,1,12,27279,4.0,0507,0053,0507,0058,0506,0056
10488,241,SBST,1,13,27309,4.5,0509,0055,0509,0100,0508,0057
10489,241,SBST,1,14,22459,4.8,0510,0056,0510,0101,0509,0058
10490,241,SBST,1,15,22529,5.1,0512,0058,0512,0103,0511,0100
10491,241,SBST,1,16,22519,5.4,0514,0100,0514,0104,0513,0101
10492,241,SBST,1,17,22509,5.7,0517,0101,0516,0106,0514,0103
10493,241,SBST,1,18,22009,6.2,0519,0104,0518,0108,0517,0105
10494,241A,SBST,1,1,27271,0.0,0607,0926,-,-,-,-
10495,241A,SBST,1,2,27131,0.3,0609,0928,-,-,-,-
10496,241A,SBST,1,3,27531,0.6,0611,0929,-,-,-,-
10497,241A,SBST,1,4,27141,0.8,0612,0930,-,-,-,-
10498,241A,SBST,1,5,27159,1.2,0614,0932,-,-,-,-
10499,241A,SBST,1,6,27279,1.5,0615,0934,-,-,-,-
10500,241A,SBST,1,7,27309,2.0,0618,0937,-,-,-,-
10501,241A,SBST,1,8,22459,2.3,0620,0939,-,-,-,-
10502,241A,SBST,1,9,22529,2.6,0622,0941,-,-,-,-
10503,242,SBST,1,1,22009,0.0,0600,0040,0600,0040,0600,0040
10504,242,SBST,1,2,22489,0.9,0603,0043,0603,0043,0603,0043
10505,242,SBST,1,3,21371,1.4,0604,0045,0605,0045,0605,0045
10506,242,SBST,1,4,22411,1.8,0605,0047,0607,0047,0607,0047
10507,242,SBST,1,5,22341,2.1,0606,0048,0608,0048,0608,0048
10508,242,SBST,1,6,27331,2.3,0500,0049,0500,0049,0515,0049
10509,242,SBST,1,7,27341,2.6,0501,0050,0502,0050,0516,0050
10510,242,SBST,1,8,27351,3.0,0502,0051,0504,0052,0518,0052
10511,242,SBST,1,9,27429,3.2,0503,0052,0505,0053,0519,0053
10512,242,SBST,1,10,22359,3.5,0505,0053,0507,0055,0521,0055
10513,242,SBST,1,11,22349,3.9,0507,0055,0509,0057,0523,0057
10514,242,SBST,1,12,22419,4.2,0509,0056,0511,0058,0525,0058
10515,242,SBST,1,13,21379,4.7,0513,0058,0514,0100,0528,0100
10516,242,SBST,1,14,22481,5.1,0516,0101,0516,0102,0530,0102
10517,242,SBST,1,15,22009,5.7,0521,0106,0520,0105,0534,0105
10518,243,SBST,1,1,22009,0.0,0555,0040,0555,0040,0555,0040
10519,243,SBST,1,2,22441,0.8,0559,0044,0559,0044,0559,0044
10520,243,SBST,1,3,22591,1.1,0601,0046,0600,0046,0600,0045
10521,243,SBST,1,4,27371,1.5,0520,0048,0530,0048,0530,0047
10522,243,SBST,1,5,27381,1.9,0522,0049,0531,0049,0531,0048
10523,243,SBST,1,6,27391,2.1,0523,0049,0532,0049,0532,0049
10524,243,SBST,1,7,27409,2.4,0524,0050,0533,0050,0533,0050
10525,243,SBST,1,8,27419,2.6,0525,0051,0534,0051,0534,0051
10526,243,SBST,1,9,27361,3.1,0520,0052,0536,0052,0536,0052
10527,243,SBST,1,10,27309,3.5,0522,0054,0538,0054,0538,0054
10528,243,SBST,1,11,22369,3.7,0523,0055,0539,0055,0539,0055
10529,243,SBST,1,12,22239,4.0,0525,0056,0540,0056,0540,0056
10530,243,SBST,1,13,22249,4.2,0526,0057,0541,0057,0541,0057
10531,243,SBST,1,14,22259,4.6,0529,0100,0545,0100,0545,0100
10532,243,SBST,1,15,22009,5.1,0532,0103,0549,0103,0549,0103
10533,243,SBST,2,1,22009,0.0,0555,0040,0555,0040,0555,0040
10534,243,SBST,2,2,22251,0.7,0559,0044,0559,0044,0559,0044
10535,243,SBST,2,3,22241,1.1,0601,0045,0600,0045,0600,0045
10536,243,SBST,2,4,22231,1.4,0603,0047,0602,0047,0602,0047
10537,243,SBST,2,5,22361,1.6,0604,0048,0603,0048,0603,0048
10538,243,SBST,2,6,27301,1.8,0605,0049,0604,0049,0604,0049
10539,243,SBST,2,7,27369,2.2,0530,0051,0540,0051,0540,0051
10540,243,SBST,2,8,27411,2.7,0532,0052,0542,0052,0541,0052
10541,243,SBST,2,9,27401,3.0,0534,0053,0544,0053,0542,0053
10542,243,SBST,2,10,27399,3.4,0536,0055,0546,0055,0545,0055
10543,243,SBST,2,11,27389,3.6,0538,0056,0547,0056,0546,0056
10544,243,SBST,2,12,27379,3.9,0540,0058,0549,0058,0547,0058
10545,243,SBST,2,13,22599,4.4,0543,0100,0552,0100,0550,0100
10546,243,SBST,2,14,22449,4.6,0544,0101,0553,0101,0551,0101
10547,243,SBST,2,15,22009,5.1,0548,0103,0556,0103,0554,0103
10548,243G,SBST,1,1,22009,0.0,0555,0040,0555,0040,0555,0040
10549,243G,SBST,1,2,22441,0.8,0559,0044,0559,0044,0559,0044
10550,243G,SBST,1,3,22591,1.1,0601,0046,0601,0045,0601,0046
10551,243G,SBST,1,4,27371,1.5,0520,0048,0530,0047,0530,0048
10552,243G,SBST,1,5,27381,1.9,0522,0049,0531,0048,0531,0049
10553,243G,SBST,1,6,27391,2.1,0523,0050,0532,0049,0532,0050
10554,243G,SBST,1,7,27409,2.4,0525,0051,0533,0050,0533,0051
10555,243G,SBST,1,8,27419,2.6,0526,0052,0534,0051,0534,0052
10556,243G,SBST,1,9,27361,3.1,0520,0054,0536,0053,0536,0053
10557,243G,SBST,1,10,27309,3.5,0522,0055,0538,0054,0538,0054
10558,243G,SBST,1,11,22369,3.7,0523,0055,0539,0055,0539,0055
10559,243G,SBST,1,12,22239,4.0,0525,0056,0540,0056,0540,0056
10560,243G,SBST,1,13,22249,4.2,0526,0057,0541,0057,0541,0057
10561,243G,SBST,1,14,22259,4.6,0529,0059,0545,0059,0545,0059
10562,243G,SBST,1,15,22009,5.1,0530,0102,0546,0101,0545,0101
10563,243W,SBST,1,1,22009,0.0,0555,0040,0555,0040,0555,0040
10564,243W,SBST,1,2,22251,0.7,0559,0044,0559,0044,0559,0044
10565,243W,SBST,1,3,22241,1.1,0601,0045,0600,0045,0600,0045
10566,243W,SBST,1,4,22231,1.4,0603,0047,0602,0047,0602,0047
10567,243W,SBST,1,5,22361,1.6,0604,0048,0603,0048,0603,0048
10568,243W,SBST,1,6,27301,1.8,0605,0049,0604,0049,0604,0049
10569,243W,SBST,1,7,27369,2.2,0530,0051,0540,0051,0540,0051
10570,243W,SBST,1,8,27411,2.7,0532,0052,0542,0052,0541,0052
10571,243W,SBST,1,9,27401,3.0,0534,0053,0544,0053,0542,0053
10572,243W,SBST,1,10,27399,3.4,0536,0055,0546,0055,0545,0055
10573,243W,SBST,1,11,27389,3.6,0538,0056,0547,0056,0546,0056
10574,243W,SBST,1,12,27379,3.9,0540,0058,0549,0058,0547,0058
10575,243W,SBST,1,13,22599,4.4,0543,0100,0552,0100,0550,0100
10576,243W,SBST,1,14,22449,4.6,0544,0101,0553,0101,0551,0101
10577,243W,SBST,1,15,22009,5.1,0548,0103,0556,0103,0554,0103
10578,246,SBST,1,1,22009,0.0,0545,2330,0545,2330,0545,2330
10579,246,SBST,1,2,21359,1.1,0550,2333,0549,2333,0549,2333
10580,246,SBST,1,3,21251,1.4,0551,2334,0550,2334,0550,2334
10581,246,SBST,1,4,21269,1.7,0552,2335,0551,2335,0551,2335
10582,246,SBST,1,5,21509,2.0,0554,2335,0553,2335,0553,2335
10583,246,SBST,1,6,21499,2.5,0556,2337,0555,2337,0555,2337
10584,246,SBST,1,7,21489,2.7,0557,2337,0555,2337,0555,2337
10585,246,SBST,1,8,21479,3.0,0558,2338,0557,2338,0557,2338
10586,246,SBST,1,9,21469,3.3,0600,2339,0558,2339,0558,2339
10587,246,SBST,1,10,21551,3.6,0601,2340,0559,2340,0559,2340
10588,246,SBST,1,11,21561,4.0,0602,2341,0600,2341,0600,2341
10589,246,SBST,1,12,21571,4.2,0603,2342,0601,2341,0601,2341
10590,246,SBST,1,13,21581,4.4,0603,2342,0601,2341,0601,2341
10591,246,SBST,1,14,21591,4.7,0604,2343,0602,2342,0602,2342
10592,246,SBST,1,15,21671,5.2,0606,2344,0604,2343,0603,2343
10593,246,SBST,1,16,21651,5.3,0607,2344,0604,2343,0603,2343
10594,246,SBST,1,17,21661,5.8,0609,2346,0606,2345,0605,2345
10595,246,SBST,1,18,28091,6.3,0611,2347,0608,2346,0606,2346
10596,246,SBST,1,19,21231,6.9,0614,2349,0609,2348,0608,2348
10597,246,SBST,1,20,21451,7.3,0616,2350,0611,2349,0609,2349
10598,246,SBST,1,21,21449,7.6,0617,2350,0612,2349,0609,2349
10599,246,SBST,1,22,21439,7.9,0618,2351,0613,2350,0610,2350
10600,246,SBST,1,23,21429,8.2,0619,2352,0613,2351,0611,2351
10601,246,SBST,1,24,21419,8.7,0621,2353,0615,2352,0612,2352
10602,246,SBST,1,25,21409,8.9,0622,2354,0616,2352,0613,2352
10603,246,SBST,1,26,21459,9.3,0624,2355,0617,2353,0614,2353
10604,246,SBST,1,27,21239,9.6,0625,2355,0618,2354,0614,2354
10605,246,SBST,1,28,28099,10.0,0627,2356,0619,2355,0616,2355
10606,246,SBST,1,29,21669,10.7,0631,2358,0621,2356,0618,2356
10607,246,SBST,1,30,21659,11.1,0633,2359,0622,2357,0619,2357
10608,246,SBST,1,31,21679,11.3,0633,2359,0623,2357,0619,2357
10609,246,SBST,1,32,21599,11.8,0636,2400,0624,2358,0620,2358
10610,246,SBST,1,33,21589,12.1,0637,0001,0625,2359,0621,2359
10611,246,SBST,1,34,21579,12.4,0638,0002,0626,2359,0622,2359
10612,246,SBST,1,35,21569,12.6,0638,0002,0626,2359,0622,2359
10613,246,SBST,1,36,21559,13.1,0639,0003,0628,2400,0623,2400
10614,246,SBST,1,37,21461,13.4,0640,0004,0629,0001,0624,0001
10615,246,SBST,1,38,21471,13.7,0641,0004,0630,0001,0625,0001
10616,246,SBST,1,39,21481,14.1,0643,0005,0631,0002,0626,0002
10617,246,SBST,1,40,21491,14.3,0644,0006,0632,0003,0627,0003
10618,246,SBST,1,41,21501,14.7,0645,0006,0634,0003,0628,0003
10619,246,SBST,1,42,21261,15.1,0647,0007,0635,0004,0629,0004
10620,246,SBST,1,43,21259,15.4,0648,0008,0636,0005,0630,0005
10621,246,SBST,1,44,21351,15.8,0650,0009,0637,0006,0631,0006
10622,246,SBST,1,45,22009,16.9,0654,0011,0641,0008,0634,0008
10623,247,SBST,1,1,25009,0.0,0550,2315,0550,2315,0550,2315
10624,247,SBST,1,2,25421,0.6,0552,2317,0552,2317,0552,2317
10625,247,SBST,1,3,25491,0.9,0553,2319,0553,2319,0553,2319
10626,247,SBST,1,4,25471,1.4,0555,2321,0555,2321,0555,2321
10627,247,SBST,1,5,25501,1.7,0556,2322,0556,2322,0556,2322
10628,247,SBST,1,6,25531,1.9,0557,2323,0557,2323,0557,2323
10629,247,SBST,1,7,25541,2.3,0558,2324,0558,2324,0558,2324
10630,247,SBST,1,8,25551,3.0,0600,2326,0600,2326,0559,2326
10631,247,SBST,1,9,24701,3.7,0602,2328,0602,2328,0601,2328
10632,247,SBST,1,10,26011,4.0,0603,2329,0603,2329,0602,2329
10633,247,SBST,1,11,26021,4.3,0604,2330,0604,2330,0603,2330
10634,247,SBST,1,12,26031,4.5,0605,2330,0605,2330,0603,2330
10635,247,SBST,1,13,26049,4.8,0606,2331,0606,2331,0604,2331
10636,247,SBST,1,14,26059,5.1,0607,2332,0607,2332,0605,2332
10637,247,SBST,1,15,26069,5.4,0608,2333,0608,2333,0606,2333
10638,247,SBST,1,16,25561,5.6,0608,2333,0608,2333,0606,2333
10639,247,SBST,1,17,25571,6.0,0609,2334,0609,2334,0607,2334
10640,247,SBST,1,18,25591,6.8,0611,2336,0611,2336,0609,2336
10641,247,SBST,1,19,25601,7.9,0614,2339,0614,2339,0612,2339
10642,247,SBST,1,20,25611,8.4,0615,2340,0615,2340,0613,2340
10643,247,SBST,1,21,25621,8.8,0616,2341,0616,2341,0614,2341
10644,247,SBST,1,22,25631,9.3,0617,2342,0617,2342,0615,2342
10645,247,SBST,1,23,26419,9.6,0618,2342,0618,2342,0616,2342
10646,247,SBST,1,24,26429,9.9,0619,2343,0619,2343,0617,2343
10647,247,SBST,1,25,26211,10.2,0620,2344,0620,2344,0618,2344
10648,247,SBST,1,26,26221,10.4,0621,2344,0620,2344,0618,2344
10649,247,SBST,1,27,25661,10.8,0622,2345,0622,2345,0619,2345
10650,247,SBST,1,28,25671,11.4,0624,2346,0623,2346,0620,2346
10651,247,SBST,1,29,25669,11.8,0625,2347,0624,2347,0621,2347
10652,247,SBST,1,30,25641,12.3,0626,2348,0625,2348,0622,2348
10653,247,SBST,1,31,25651,13.0,0628,2349,0627,2349,0624,2349
10654,247,SBST,1,32,25609,13.4,0629,2350,0628,2350,0625,2350
10655,247,SBST,1,33,25599,14.3,0631,2352,0630,2352,0627,2352
10656,247,SBST,1,34,25579,15.2,0633,2354,0632,2354,0629,2354
10657,247,SBST,1,35,25569,15.6,0634,2355,0633,2355,0630,2355
10658,247,SBST,1,36,26061,15.9,0610,2356,0610,2356,0610,2356
10659,247,SBST,1,37,26051,16.2,0611,2357,0611,2357,0611,2357
10660,247,SBST,1,38,26041,16.5,0611,2357,0611,2357,0611,2357
10661,247,SBST,1,39,26039,16.9,0612,2358,0612,2358,0612,2358
10662,247,SBST,1,40,26029,17.2,0613,2359,0613,2359,0613,2359
10663,247,SBST,1,41,26019,17.3,0613,2359,0613,2359,0613,2359
10664,247,SBST,1,42,24709,17.6,0614,2359,0614,2359,0614,2359
10665,247,SBST,1,43,25559,18.4,0617,0001,0617,0001,0617,0001
10666,247,SBST,1,44,25589,18.8,0618,0002,0618,0002,0618,0002
10667,247,SBST,1,45,25549,19.0,0619,0002,0619,0002,0619,0002
10668,247,SBST,1,46,25539,19.4,0620,0003,0620,0003,0620,0003
10669,247,SBST,1,47,25509,19.6,0620,0003,0620,0003,0620,0003
10670,247,SBST,1,48,25479,19.9,0621,0004,0621,0004,0621,0004
10671,247,SBST,1,49,25499,20.4,0623,0006,0623,0006,0623,0006
10672,247,SBST,1,50,25429,20.7,0624,0007,0624,0007,0624,0007
10673,247,SBST,1,51,25009,21.3,0627,0010,0627,0010,0627,0010
10674,248,SBST,1,1,25009,0.0,0600,2315,0600,2315,0600,2315
10675,248,SBST,1,2,25421,0.6,0603,2317,0603,2317,0603,2317
10676,248,SBST,1,3,25431,0.9,0604,2318,0604,2318,0604,2318
10677,248,SBST,1,4,25441,1.3,0606,2320,0606,2320,0606,2320
10678,248,SBST,1,5,25681,1.7,0608,2321,0607,2321,0607,2321
10679,248,SBST,1,6,25691,2.3,0610,2324,0610,2324,0610,2324
10680,248,SBST,1,7,26101,2.6,0611,2325,0611,2325,0611,2325
10681,248,SBST,1,8,26091,2.9,0613,2326,0612,2326,0612,2326
10682,248,SBST,1,9,26081,3.2,0614,2327,0613,2327,0613,2327
10683,248,SBST,1,10,26071,3.5,0615,2328,0614,2328,0614,2328
10684,248,SBST,1,11,25701,6.6,0623,2334,0621,2334,0621,2334
10685,248,SBST,1,12,25711,7.4,0625,2335,0623,2335,0623,2335
10686,248,SBST,1,13,25741,9.3,0629,2339,0628,2339,0628,2339
10687,248,SBST,1,14,25751,10.5,0632,2341,0631,2341,0631,2341
10688,248,SBST,1,15,25761,10.9,0633,2342,0632,2342,0632,2342
10689,248,SBST,1,16,25771,11.8,0635,2344,0635,2344,0635,2344
10690,248,SBST,1,17,25781,12.4,0637,2346,0637,2346,0637,2346
10691,248,SBST,1,18,25791,13.0,0639,2347,0639,2347,0639,2347
10692,248,SBST,1,19,25801,13.5,0640,2348,0640,2348,0640,2348
10693,248,SBST,1,20,25729,14.2,0642,2349,0642,2349,0642,2349
10694,248,SBST,1,21,25719,15.0,0644,2351,0644,2351,0644,2351
10695,248,SBST,1,22,25709,15.8,0646,2353,0646,2353,0646,2353
10696,248,SBST,1,23,26079,18.9,0610,2359,0610,2359,0610,2359
10697,248,SBST,1,24,26089,19.2,0611,2400,0611,2400,0611,2400
10698,248,SBST,1,25,26099,19.5,0612,0001,0612,0001,0612,0001
10699,248,SBST,1,26,26109,19.9,0614,0002,0614,0002,0614,0002
10700,248,SBST,1,27,24719,20.3,0615,0003,0615,0003,0615,0003
10701,248,SBST,1,28,25689,20.6,0616,0004,0617,0004,0616,0004
10702,248,SBST,1,29,25449,21.1,0618,0005,0619,0005,0618,0005
10703,248,SBST,1,30,25439,21.5,0620,0007,0620,0007,0620,0007
10704,248,SBST,1,31,25429,21.7,0621,0007,0621,0007,0621,0007
10705,248,SBST,1,32,25009,22.3,0623,0009,0623,0009,0623,0009
10706,249,SBST,1,1,22009,0.0,0545,2330,0545,2330,0545,2330
10707,249,SBST,1,2,21359,1.1,0549,2333,0548,2333,0549,2334
10708,249,SBST,1,3,21349,1.5,0550,2334,0550,2334,0550,2335
10709,249,SBST,1,4,21339,2.0,0552,2336,0551,2336,0552,2337
10710,249,SBST,1,5,21329,2.4,0553,2337,0552,2337,0553,2338
10711,249,SBST,1,6,21319,2.7,0555,2338,0553,2338,0555,2340
10712,249,SBST,1,7,21309,3.2,0556,2339,0555,2339,0556,2341
10713,249,SBST,1,8,21299,3.6,0558,2340,0556,2340,0558,2343
10714,249,SBST,1,9,22079,4.1,0559,2342,0557,2342,0559,2344
10715,249,SBST,1,10,22069,4.6,0601,2343,0559,2343,0601,2346
10716,249,SBST,1,11,22059,4.9,0602,2344,0600,2344,0602,2347
10717,249,SBST,1,12,22049,5.3,0603,2344,0601,2344,0603,2347
10718,249,SBST,1,13,22399,5.7,0604,2345,0602,2345,0604,2348
10719,249,SBST,1,14,22409,6.1,0606,2346,0603,2346,0605,2349
10720,249,SBST,1,15,22429,6.5,0607,2347,0604,2347,0605,2349
10721,249,SBST,1,16,22089,6.8,0608,2347,0605,2347,0606,2350
10722,249,SBST,1,17,22331,7.2,0609,2348,0606,2348,0607,2350
10723,249,SBST,1,18,22081,7.5,0610,2348,0607,2348,0608,2351
10724,249,SBST,1,19,22421,7.8,0611,2349,0608,2349,0608,2351
10725,249,SBST,1,20,22099,8.1,0612,2350,0609,2350,0609,2352
10726,249,SBST,1,21,23469,8.7,0614,2351,0611,2351,0611,2353
10727,249,SBST,1,22,23451,8.8,0614,2351,0611,2351,0611,2353
10728,249,SBST,1,23,23461,9.0,0615,2351,0611,2351,0611,2353
10729,249,SBST,1,24,22091,9.5,0616,2352,0613,2353,0613,2355
10730,249,SBST,1,25,22401,9.7,0617,2353,0613,2353,0613,2355
10731,249,SBST,1,26,22391,10.1,0618,2354,0614,2354,0614,2356
10732,249,SBST,1,27,22041,10.7,0619,2355,0615,2355,0615,2357
10733,249,SBST,1,28,22051,11.1,0620,2355,0616,2356,0616,2358
10734,249,SBST,1,29,22061,11.4,0621,2356,0617,2357,0617,2359
10735,249,SBST,1,30,22071,11.7,0622,2357,0618,2358,0618,2400
10736,249,SBST,1,31,21291,12.1,0623,2358,0619,2359,0619,0001
10737,249,SBST,1,32,21301,12.4,0624,2359,0620,2359,0620,0002
10738,249,SBST,1,33,21311,12.9,0625,2400,0622,2400,0621,0003
10739,249,SBST,1,34,21321,13.2,0626,0001,0623,0001,0622,0004
10740,249,SBST,1,35,21331,13.6,0627,0002,0624,0002,0623,0005
10741,249,SBST,1,36,21341,14.1,0629,0004,0626,0003,0625,0007
10742,249,SBST,1,37,21351,14.5,0630,0005,0627,0004,0626,0008
10743,249,SBST,1,38,22009,15.6,0633,0008,0631,0007,0629,0011
10744,25,SBST,1,1,54009,0.0,0530,2345,0530,2345,0530,2345
10745,25,SBST,1,2,54261,0.4,0532,2347,0532,2347,0532,2347
10746,25,SBST,1,3,54271,0.7,0533,2348,0533,2349,0534,2348
10747,25,SBST,1,4,54281,1.0,0535,2350,0535,2350,0535,2350
10748,25,SBST,1,5,54291,1.3,0537,2352,0537,2352,0537,2352
10749,25,SBST,1,6,54301,1.8,0539,2354,0539,2355,0540,2354
10750,25,SBST,1,7,66341,2.1,0523,2355,0540,2356,0541,2355
10751,25,SBST,1,8,66331,2.7,0525,2357,0542,2358,0542,2357
10752,25,SBST,1,9,66101,3.1,0526,2358,0543,2359,0543,2358
10753,25,SBST,1,10,63311,3.6,0527,2359,0544,2400,0544,2359
10754,25,SBST,1,11,63321,4.0,0528,2400,0545,0001,0545,2400
10755,25,SBST,1,12,63331,4.4,0529,0001,0546,0002,0546,0001
10756,25,SBST,1,13,63341,4.8,0530,0002,0547,0003,0547,0002
10757,25,SBST,1,14,63249,5.4,0532,0003,0549,0005,0549,0004
10758,25,SBST,1,15,63071,5.9,0534,0004,0551,0007,0550,0006
10759,25,SBST,1,16,63081,6.2,0535,0005,0552,0008,0551,0007
10760,25,SBST,1,17,63091,6.6,0536,0006,0553,0009,0552,0008
10761,25,SBST,1,18,63101,6.9,0537,0007,0554,0010,0553,0009
10762,25,SBST,1,19,62231,7.3,0538,0008,0555,0011,0554,0010
10763,25,SBST,1,20,62241,7.6,0540,0010,0557,0013,0555,0011
10764,25,SBST,1,21,71051,8.0,0530,0011,0530,0014,0530,0012
10765,25,SBST,1,22,71061,8.5,0532,0012,0531,0015,0531,0013
10766,25,SBST,1,23,71071,8.9,0533,0013,0533,0017,0533,0015
10767,25,SBST,1,24,71081,9.3,0535,0014,0534,0018,0534,0016
10768,25,SBST,1,25,71091,9.8,0537,0015,0535,0019,0535,0017
10769,25,SBST,1,26,72019,10.2,0538,0016,0536,0020,0536,0018
10770,25,SBST,1,27,83119,10.9,0540,0018,0538,0022,0538,0020
10771,25,SBST,1,28,83109,11.1,0541,0019,0539,0023,0539,0021
10772,25,SBST,1,29,83011,11.6,0543,0020,0541,0025,0541,0022
10773,25,SBST,1,30,83031,11.9,0544,0021,0542,0026,0542,0023
10774,25,SBST,1,31,83062,12.3,0545,0022,0543,0027,0543,0024
10775,25,SBST,1,32,83081,12.8,0547,0023,0545,0029,0544,0025
10776,25,SBST,1,33,84011,13.4,0549,0025,0547,0031,0546,0027
10777,25,SBST,1,34,84021,13.7,0550,0026,0548,0032,0547,0028
10778,25,SBST,1,35,84031,14.3,0552,0028,0549,0034,0549,0029
10779,25,SBST,1,36,84041,14.8,0554,0029,0551,0036,0550,0030
10780,25,SBST,1,37,84051,15.4,0556,0031,0552,0037,0552,0031
10781,25,SBST,1,38,84061,15.7,0557,0032,0553,0038,0553,0032
10782,25,SBST,1,39,84101,16.3,0559,0033,0555,0040,0554,0033
10783,25,SBST,1,40,84661,16.6,0600,0034,0556,0041,0555,0034
10784,25,SBST,1,41,84671,16.9,0601,0035,0557,0042,0556,0035
10785,25,SBST,1,42,94051,17.2,0602,0036,0558,0043,0557,0036
10786,25,SBST,1,43,94061,17.7,0604,0037,0600,0044,0558,0037
10787,25,SBST,1,44,94009,17.9,0605,0038,0600,0045,0559,0038
10788,25,SBST,2,1,94009,0.0,0530,2330,0530,2330,0530,2330
10789,25,SBST,2,2,94069,0.6,0531,2332,0532,2332,0532,2332
10790,25,SBST,2,3,94059,0.9,0532,2333,0533,2333,0533,2333
10791,25,SBST,2,4,84679,1.4,0533,2334,0534,2335,0534,2334
10792,25,SBST,2,5,84669,1.6,0534,2335,0535,2336,0535,2335
10793,25,SBST,2,6,84109,2.0,0535,2336,0536,2337,0536,2336
10794,25,SBST,2,7,84069,2.5,0537,2338,0538,2339,0538,2338
10795,25,SBST,2,8,84059,2.8,0537,2338,0538,2340,0538,2339
10796,25,SBST,2,9,84049,3.3,0539,2340,0540,2342,0540,2341
10797,25,SBST,2,10,84039,4.0,0515,2342,0515,2344,0530,2343
10798,25,SBST,2,11,84029,4.4,0516,2344,0517,2346,0532,2345
10799,25,SBST,2,12,84019,4.7,0517,2345,0518,2347,0533,2346
10800,25,SBST,2,13,83099,5.2,0519,2347,0520,2350,0535,2348
10801,25,SBST,2,14,83079,5.6,0520,2348,0521,2352,0536,2349
10802,25,SBST,2,15,83059,6.0,0521,2350,0522,2353,0537,2351
10803,25,SBST,2,16,83049,6.2,0522,2351,0523,2354,0538,2352
10804,25,SBST,2,17,83101,7.1,0525,2354,0526,2358,0541,2355
10805,25,SBST,2,18,83111,7.4,0526,2355,0527,2359,0542,2356
10806,25,SBST,2,19,72011,7.9,0528,2357,0529,2400,0544,2358
10807,25,SBST,2,20,71099,8.2,0529,2358,0530,0001,0545,2359
10808,25,SBST,2,21,71089,8.6,0530,2359,0531,0002,0546,2400
10809,25,SBST,2,22,71079,9.0,0531,2400,0532,0003,0547,0001
10810,25,SBST,2,23,71069,9.5,0533,0002,0534,0005,0549,0003
10811,25,SBST,2,24,71059,9.9,0534,0003,0535,0006,0550,0004
10812,25,SBST,2,25,62249,10.3,0536,0005,0536,0007,0552,0005
10813,25,SBST,2,26,62239,10.7,0520,0006,0528,0008,0537,0006
10814,25,SBST,2,27,63109,11.1,0522,0007,0529,0010,0539,0008
